run_id,evaluator_id,packet_id,replicate_id,arrangement_id,position,nickname,condition_id,source_output_path,word_count,scientific_fidelity,article_structure,reader_orientation,cohesion_coherence,evidence_uncertainty,style_readability,constraint_following,total_score,rank,one_sentence_justification
run-2026-05-01-D003,E1,packet_3831946363,R2,A4,4,Vale,C2,comparing/authoring_results/run-2026-05-01-D003/C2_R2.md,1576,18,10,12,18,14,9,2,83,5,"Scientifically strong and explanatory, but it reads more like an extended narrative synthesis than the requested structured article and is over target length."
run-2026-05-01-D003,E1,packet_40178430ce,R3,A3,4,Summit,C1,comparing/authoring_results/run-2026-05-01-D003/C1_R3.md,1536,20,14,15,19,15,10,4,97,1,"Best overall balance of faithful CASP5C-specific mechanism, clear organization, strong uncertainty handling, and concise readable synthesis."
run-2026-05-01-D003,E1,packet_40178430ce,R3,A3,1,Meadow,C3,comparing/authoring_results/run-2026-05-01-D003/C3_R3.md,1610,20,15,15,19,15,9,3,96,2,"Exceptionally complete and cautious, but its length and encyclopedic density slightly weaken readability and constraint fit."
run-2026-05-01-D003,E1,packet_40178430ce,R3,A3,3,Ivory,C5,comparing/authoring_results/run-2026-05-01-D003/C5_R3.md,1790,20,14,14,19,15,9,4,95,3,"Very faithful and well controlled on uncertainty, with slightly less polished flow and article feel than the top two."
run-2026-05-01-D003,E1,packet_40178430ce,R3,A3,2,Quartz,C4,comparing/authoring_results/run-2026-05-01-D003/C4_R3.md,1717,19,13,14,18,14,9,4,91,4,"Comprehensive and mostly accurate, but the reconstructed Methods framing and a little unsupported background reduce discipline."
run-2026-05-01-D003,E1,packet_40178430ce,R3,A3,5,Lantern,C2,comparing/authoring_results/run-2026-05-01-D003/C2_R3.md,1657,18,10,14,18,14,9,3,86,5,"Accurate and coherent as an explanatory essay, but weak formal article structure and some extra background make it less compliant."
run-2026-05-01-D003,E1,packet_4c24b0d637,R1,A4,1,Tundra,C4,comparing/authoring_results/run-2026-05-01-D003/C4_R1.md,1790,20,15,15,19,15,9,5,98,1,"Most complete and precise article, with excellent isoform specificity, mechanism coverage, and uncertainty boundaries."
run-2026-05-01-D003,E1,packet_4c24b0d637,R1,A4,2,Juniper,C5,comparing/authoring_results/run-2026-05-01-D003/C5_R1.md,1797,19,15,15,19,14,9,5,96,2,"Highly faithful and clearly structured, with only minor loss of integration compared with the strongest entry."
run-2026-05-01-D003,E1,packet_4c24b0d637,R1,A4,3,Amber,C1,comparing/authoring_results/run-2026-05-01-D003/C1_R1.md,1605,19,14,14,18,14,9,5,93,3,"Concise, coherent, and well caveated, though somewhat less complete on methods and secondary details."
run-2026-05-01-D003,E1,packet_4c24b0d637,R1,A4,5,Fjord,C3,comparing/authoring_results/run-2026-05-01-D003/C3_R1.md,1571,18,14,14,18,14,9,5,92,4,"Accurate and organized coverage of the main findings, with slightly less nuance and synthesis than the top entries."
run-2026-05-01-D003,E1,packet_4c24b0d637,R1,A4,4,Ridge,C2,comparing/authoring_results/run-2026-05-01-D003/C2_R1.md,1562,18,12,13,18,13,9,4,87,5,"Scientifically sound and readable, but weaker as a structured scientific article and somewhat more interpretive."
run-2026-05-01-D003,E1,packet_72c9fd8a21,R3,A5,1,Ivory,C5,comparing/authoring_results/run-2026-05-01-D003/C5_R3.md,1790,20,15,15,19,15,9,4,97,1,"Most complete and careful account, with excellent isoform specificity, mechanism, disease caution and explicit uncertainty, offset only by length."
run-2026-05-01-D003,E1,packet_72c9fd8a21,R3,A5,2,Summit,C1,comparing/authoring_results/run-2026-05-01-D003/C1_R3.md,1536,19,14,14,19,14,10,4,94,2,"Highly faithful and concise synthesis that preserves the key mechanism and limits, with slightly less depth than Ivory."
run-2026-05-01-D003,E1,packet_72c9fd8a21,R3,A5,3,Lantern,C2,comparing/authoring_results/run-2026-05-01-D003/C2_R3.md,1657,18,13,14,19,13,9,4,90,3,"Very coherent narrative with strong mechanistic integration, though it adds somewhat more interpretive framing than the dossier strictly supports."
run-2026-05-01-D003,E1,packet_72c9fd8a21,R3,A5,4,Meadow,C3,comparing/authoring_results/run-2026-05-01-D003/C3_R3.md,1610,18,14,13,18,13,9,4,89,4,"Accurate and well organized coverage of the major findings, with minor overextension in repair and homeostasis language."
run-2026-05-01-D003,E1,packet_72c9fd8a21,R3,A5,5,Quartz,C4,comparing/authoring_results/run-2026-05-01-D003/C4_R3.md,1717,17,13,13,17,12,9,4,85,5,"Solid and mostly faithful, but the reconstructed Methods framing and less nuanced uncertainty handling make it weaker than the others."
run-2026-05-01-D003,E1,packet_81e599fed7,R1,A5,1,Juniper,C5,comparing/authoring_results/run-2026-05-01-D003/C5_R1.md,1797,20,15,15,19,15,10,5,99,1,"Most complete and best structured article, with excellent isoform specificity, mechanistic fidelity and careful uncertainty calibration."
run-2026-05-01-D003,E1,packet_81e599fed7,R1,A5,2,Amber,C1,comparing/authoring_results/run-2026-05-01-D003/C1_R1.md,1605,19,14,15,19,15,10,5,97,2,"Highly accurate, coherent and well calibrated, though slightly more compressed than the top-ranked article."
run-2026-05-01-D003,E1,packet_81e599fed7,R1,A5,4,Fjord,C3,comparing/authoring_results/run-2026-05-01-D003/C3_R1.md,1571,19,14,14,18,15,9,5,94,3,"Strong structured article with accurate mechanism and limitations, losing only modestly on depth and integrative richness."
run-2026-05-01-D003,E1,packet_81e599fed7,R1,A5,5,Tundra,C4,comparing/authoring_results/run-2026-05-01-D003/C4_R1.md,1790,19,13,14,18,14,9,4,91,4,"Comprehensive and faithful, but the reconstructed Methods framing slightly weakens article fit and constraint precision."
run-2026-05-01-D003,E1,packet_81e599fed7,R1,A5,3,Ridge,C2,comparing/authoring_results/run-2026-05-01-D003/C2_R1.md,1562,19,11,13,18,14,10,5,90,5,"Scientifically careful and readable, but the continuous essay format lacks the expected scientific article structure."
run-2026-05-01-D003,E1,packet_8712eae61f,R3,A2,5,Summit,C1,comparing/authoring_results/run-2026-05-01-D003/C1_R3.md,1536,20,15,15,19,15,10,5,99,1,"Most effectively balances completeness, structure, mechanistic precision, and caution about repair and disease claims."
run-2026-05-01-D003,E1,packet_8712eae61f,R3,A2,2,Meadow,C3,comparing/authoring_results/run-2026-05-01-D003/C3_R3.md,1610,20,15,15,19,14,9,5,97,2,"Highly faithful and well organized with strong coverage of isoform specificity and APC cleavage, though slightly less sharp than Summit."
run-2026-05-01-D003,E1,packet_8712eae61f,R3,A2,1,Lantern,C2,comparing/authoring_results/run-2026-05-01-D003/C2_R3.md,1657,20,14,14,19,15,9,4,95,3,"Exceptionally detailed and careful, but denser and likely over the target length compared with the strongest entries."
run-2026-05-01-D003,E1,packet_8712eae61f,R3,A2,4,Ivory,C5,comparing/authoring_results/run-2026-05-01-D003/C5_R3.md,1790,19,14,14,18,15,9,5,94,4,"Clear and cautious with solid fidelity, but less deeply synthesized and less article-like than the top-ranked versions."
run-2026-05-01-D003,E1,packet_8712eae61f,R3,A2,3,Quartz,C4,comparing/authoring_results/run-2026-05-01-D003/C4_R3.md,1717,19,14,14,18,14,9,5,93,5,"Accurate and complete overall, but the methods-style reconstruction and a few broader framing phrases make it slightly less disciplined."
run-2026-05-01-D003,E1,packet_8f76506a1a,R2,A3,2,Granite,C4,comparing/authoring_results/run-2026-05-01-D003/C4_R2.md,1811,20,15,15,19,15,10,4,98,1,"Best overall balance of complete dossier coverage, conventional scientific structure, careful uncertainty language, and polished readability."
run-2026-05-01-D003,E1,packet_8f76506a1a,R2,A3,1,Dawn,C3,comparing/authoring_results/run-2026-05-01-D003/C3_R2.md,1792,20,15,15,19,15,9,4,97,2,"Nearly exhaustive and very faithful, with excellent caution around mechanism and disease, but slightly less economical than the strongest article."
run-2026-05-01-D003,E1,packet_8f76506a1a,R2,A3,4,Zephyr,C1,comparing/authoring_results/run-2026-05-01-D003/C1_R2.md,1822,20,14,15,19,14,9,4,95,3,"Accurate, cohesive, and well calibrated, though a little less complete and formally developed than Granite and Dawn."
run-2026-05-01-D003,E1,packet_8f76506a1a,R2,A3,5,Vale,C2,comparing/authoring_results/run-2026-05-01-D003/C2_R2.md,1576,20,11,14,18,15,10,4,92,4,"Scientifically precise and very readable, but its narrative format weakens article structure and navigation."
run-2026-05-01-D003,E1,packet_8f76506a1a,R2,A3,3,Ember,C5,comparing/authoring_results/run-2026-05-01-D003/C5_R2.md,1798,19,13,14,18,14,9,4,91,5,"Clear and mostly faithful, but less complete and slightly stronger than warranted in a few repair-oriented interpretations."
run-2026-05-01-D003,E1,packet_919bf1e39e,R2,A2,1,Vale,C2,comparing/authoring_results/run-2026-05-01-D003/C2_R2.md,1576,20,14,15,20,15,10,4,98,1,"Most complete and nuanced account, with excellent mechanistic fidelity and uncertainty handling, though likely longer than the target."
run-2026-05-01-D003,E1,packet_919bf1e39e,R2,A2,2,Dawn,C3,comparing/authoring_results/run-2026-05-01-D003/C3_R2.md,1792,19,15,15,19,15,9,5,97,2,Clean IMRaD structure and strong fidelity with only minor compression and slightly less narrative polish than Vale.
run-2026-05-01-D003,E1,packet_919bf1e39e,R2,A2,3,Granite,C4,comparing/authoring_results/run-2026-05-01-D003/C4_R2.md,1811,19,15,14,19,15,9,5,96,3,"Highly accurate and well structured, with clear limitations, but a little less orienting and integrative than the top two."
run-2026-05-01-D003,E1,packet_919bf1e39e,R2,A2,5,Zephyr,C1,comparing/authoring_results/run-2026-05-01-D003/C1_R2.md,1822,18,14,14,18,14,9,5,92,4,"Accurate and cohesive overall, but less complete on disease-context details and slightly stronger in some framing than the dossier warrants."
run-2026-05-01-D003,E1,packet_919bf1e39e,R2,A2,4,Ember,C5,comparing/authoring_results/run-2026-05-01-D003/C5_R2.md,1798,18,14,13,18,14,8,5,90,5,"Faithful and mostly cautious, but choppier in style and occasionally more causal in wording than the supplied evidence supports."
run-2026-05-01-D003,E1,packet_9a2f8edd82,R3,A1,1,Summit,C1,comparing/authoring_results/run-2026-05-01-D003/C1_R3.md,1536,20,15,15,20,15,9,5,99,1,"Near-complete and carefully bounded synthesis with excellent structure, only slightly dense in places."
run-2026-05-01-D003,E1,packet_9a2f8edd82,R3,A1,3,Meadow,C3,comparing/authoring_results/run-2026-05-01-D003/C3_R3.md,1610,20,15,15,19,15,9,5,98,2,"Highly faithful, well organized and cautious, with only marginally less synthesis than the top article."
run-2026-05-01-D003,E1,packet_9a2f8edd82,R3,A1,5,Ivory,C5,comparing/authoring_results/run-2026-05-01-D003/C5_R3.md,1790,20,15,14,19,15,9,5,97,3,"Very accurate and clear with strong limitation handling, though a bit more report-like and less synthesized."
run-2026-05-01-D003,E1,packet_9a2f8edd82,R3,A1,2,Lantern,C2,comparing/authoring_results/run-2026-05-01-D003/C2_R3.md,1657,19,13,14,19,15,9,5,94,4,Scientifically strong and nuanced but less scannable because it lacks internal section structure.
run-2026-05-01-D003,E1,packet_9a2f8edd82,R3,A1,4,Quartz,C4,comparing/authoring_results/run-2026-05-01-D003/C4_R3.md,1717,19,14,14,18,14,8,5,92,5,"Accurate and complete overall, but the reconstructed Methods framing and a few broader contextual phrases reduce precision."
run-2026-05-01-D003,E1,packet_fb08c0b369,R1,A3,1,Fjord,C3,comparing/authoring_results/run-2026-05-01-D003/C3_R1.md,1571,20,15,15,20,15,9,4,98,1,"Most complete and best organized article, with excellent fidelity and careful caveats across mechanism, organoids, localization, and disease associations."
run-2026-05-01-D003,E1,packet_fb08c0b369,R1,A3,2,Tundra,C4,comparing/authoring_results/run-2026-05-01-D003/C4_R1.md,1790,20,15,15,19,15,9,4,97,2,"Highly faithful and comprehensive, with strong uncertainty handling, though the reconstructed Methods section and slightly denser flow make it marginally less effective than Fjord."
run-2026-05-01-D003,E1,packet_fb08c0b369,R1,A3,3,Juniper,C5,comparing/authoring_results/run-2026-05-01-D003/C5_R1.md,1797,19,14,14,19,14,9,5,94,3,"Accurate and well structured with broad coverage of key findings, but a little less precise in orientation and slightly broader in background framing than the dossier warrants."
run-2026-05-01-D003,E1,packet_fb08c0b369,R1,A3,4,Amber,C1,comparing/authoring_results/run-2026-05-01-D003/C1_R1.md,1605,19,13,14,18,15,9,5,93,4,"Concise, careful, and faithful, especially on uncertainty, but less complete and less fully article-like than the higher-ranked submissions."
run-2026-05-01-D003,E1,packet_fb08c0b369,R1,A3,5,Ridge,C2,comparing/authoring_results/run-2026-05-01-D003/C2_R1.md,1562,19,11,13,18,15,9,5,90,5,"Scientifically sound and readable, but the lack of abstract and formal sectioning weakens article structure and reader navigation despite strong coverage."
