evaluator_id,packet_id,replicate_id,arrangement_id,position,nickname,condition_id,source_output_path,word_count
E1,packet_3560c789fc,R2,A5,1,Ember,C5,comparing/authoring_results/run-2026-05-01-D003/C5_R2.md,1798
E1,packet_3560c789fc,R2,A5,2,Zephyr,C1,comparing/authoring_results/run-2026-05-01-D003/C1_R2.md,1822
E1,packet_3560c789fc,R2,A5,3,Vale,C2,comparing/authoring_results/run-2026-05-01-D003/C2_R2.md,1576
E1,packet_3560c789fc,R2,A5,4,Dawn,C3,comparing/authoring_results/run-2026-05-01-D003/C3_R2.md,1792
E1,packet_3560c789fc,R2,A5,5,Granite,C4,comparing/authoring_results/run-2026-05-01-D003/C4_R2.md,1811
E1,packet_9a2f8edd82,R3,A1,1,Summit,C1,comparing/authoring_results/run-2026-05-01-D003/C1_R3.md,1536
E1,packet_9a2f8edd82,R3,A1,2,Lantern,C2,comparing/authoring_results/run-2026-05-01-D003/C2_R3.md,1657
E1,packet_9a2f8edd82,R3,A1,3,Meadow,C3,comparing/authoring_results/run-2026-05-01-D003/C3_R3.md,1610
E1,packet_9a2f8edd82,R3,A1,4,Quartz,C4,comparing/authoring_results/run-2026-05-01-D003/C4_R3.md,1717
E1,packet_9a2f8edd82,R3,A1,5,Ivory,C5,comparing/authoring_results/run-2026-05-01-D003/C5_R3.md,1790
E1,packet_8712eae61f,R3,A2,1,Lantern,C2,comparing/authoring_results/run-2026-05-01-D003/C2_R3.md,1657
E1,packet_8712eae61f,R3,A2,2,Meadow,C3,comparing/authoring_results/run-2026-05-01-D003/C3_R3.md,1610
E1,packet_8712eae61f,R3,A2,3,Quartz,C4,comparing/authoring_results/run-2026-05-01-D003/C4_R3.md,1717
E1,packet_8712eae61f,R3,A2,4,Ivory,C5,comparing/authoring_results/run-2026-05-01-D003/C5_R3.md,1790
E1,packet_8712eae61f,R3,A2,5,Summit,C1,comparing/authoring_results/run-2026-05-01-D003/C1_R3.md,1536
E1,packet_40178430ce,R3,A3,1,Meadow,C3,comparing/authoring_results/run-2026-05-01-D003/C3_R3.md,1610
E1,packet_40178430ce,R3,A3,2,Quartz,C4,comparing/authoring_results/run-2026-05-01-D003/C4_R3.md,1717
E1,packet_40178430ce,R3,A3,3,Ivory,C5,comparing/authoring_results/run-2026-05-01-D003/C5_R3.md,1790
E1,packet_40178430ce,R3,A3,4,Summit,C1,comparing/authoring_results/run-2026-05-01-D003/C1_R3.md,1536
E1,packet_40178430ce,R3,A3,5,Lantern,C2,comparing/authoring_results/run-2026-05-01-D003/C2_R3.md,1657
E1,packet_014181e57a,R3,A4,1,Quartz,C4,comparing/authoring_results/run-2026-05-01-D003/C4_R3.md,1717
E1,packet_014181e57a,R3,A4,2,Ivory,C5,comparing/authoring_results/run-2026-05-01-D003/C5_R3.md,1790
E1,packet_014181e57a,R3,A4,3,Summit,C1,comparing/authoring_results/run-2026-05-01-D003/C1_R3.md,1536
E1,packet_014181e57a,R3,A4,4,Lantern,C2,comparing/authoring_results/run-2026-05-01-D003/C2_R3.md,1657
E1,packet_014181e57a,R3,A4,5,Meadow,C3,comparing/authoring_results/run-2026-05-01-D003/C3_R3.md,1610
E1,packet_72c9fd8a21,R3,A5,1,Ivory,C5,comparing/authoring_results/run-2026-05-01-D003/C5_R3.md,1790
E1,packet_72c9fd8a21,R3,A5,2,Summit,C1,comparing/authoring_results/run-2026-05-01-D003/C1_R3.md,1536
E1,packet_72c9fd8a21,R3,A5,3,Lantern,C2,comparing/authoring_results/run-2026-05-01-D003/C2_R3.md,1657
E1,packet_72c9fd8a21,R3,A5,4,Meadow,C3,comparing/authoring_results/run-2026-05-01-D003/C3_R3.md,1610
E1,packet_72c9fd8a21,R3,A5,5,Quartz,C4,comparing/authoring_results/run-2026-05-01-D003/C4_R3.md,1717
