evaluator_id	article_a	article_b	preferred_article	reason
E3	Article_M	Article_L	Article_M	Article_M had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_M	Article_G	Article_M	Article_M had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_M	Article_B	Article_M	Article_M had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_M	Article_I	Article_M	Article_M had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_M	Article_O	Article_M	Article_M had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_M	Article_H	Article_M	Article_M had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_M	Article_E	Article_M	Article_M had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_M	Article_J	Article_M	Article_M had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_M	Article_C	Article_M	Article_M had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_M	Article_D	Article_M	Article_M had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_M	Article_A	Article_M	Article_M had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_F	Article_N	Article_F	Article_F had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_F	Article_L	Article_F	Article_F had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_F	Article_G	Article_F	Article_F had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_F	Article_B	Article_F	Article_F had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_F	Article_I	Article_F	Article_F had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_F	Article_O	Article_F	Article_F had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_F	Article_H	Article_F	Article_F had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_F	Article_E	Article_F	Article_F had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_F	Article_J	Article_F	Article_F had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_F	Article_C	Article_F	Article_F had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_F	Article_D	Article_F	Article_F had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_F	Article_A	Article_F	Article_F had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_N	Article_L	Article_N	Article_N had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_N	Article_G	Article_N	Article_N had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_N	Article_B	Article_N	Article_N had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_N	Article_I	Article_N	Article_N had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_N	Article_O	Article_N	Article_N had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_N	Article_H	Article_N	Article_N had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_N	Article_E	Article_N	Article_N had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_N	Article_J	Article_N	Article_N had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_N	Article_C	Article_N	Article_N had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_N	Article_D	Article_N	Article_N had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_N	Article_A	Article_N	Article_N had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_L	Article_G	Article_L	Article_L had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_L	Article_B	Article_L	Article_L had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_L	Article_I	Article_L	Article_L had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_L	Article_O	Article_L	Article_L had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_L	Article_H	Article_L	Article_L had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_L	Article_E	Article_L	Article_L had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_L	Article_J	Article_L	Article_L had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_L	Article_C	Article_L	Article_L had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_L	Article_D	Article_L	Article_L had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_L	Article_A	Article_L	Article_L had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_G	Article_B	Article_G	Article_G had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_G	Article_I	Article_G	Article_G had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_G	Article_O	Article_G	Article_G had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_G	Article_H	Article_G	Article_G had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_G	Article_E	Article_G	Article_G had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_G	Article_J	Article_G	Article_G had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_G	Article_C	Article_G	Article_G had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_G	Article_D	Article_G	Article_G had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_G	Article_A	Article_G	Article_G had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_B	Article_I	Article_B	Article_B had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_B	Article_O	Article_B	Article_B had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_B	Article_H	Article_B	Article_B had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_B	Article_E	Article_B	Article_B had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_B	Article_J	Article_B	Article_B had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_B	Article_C	Article_B	Article_B had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_B	Article_D	Article_B	Article_B had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_B	Article_A	Article_B	Article_B had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_I	Article_O	Article_O	Article_O had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_I	Article_H	Article_H	Article_H had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_I	Article_E	Article_E	Article_E had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_I	Article_J	Article_J	Article_J had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_I	Article_C	Article_C	Article_C had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_I	Article_D	Article_D	Article_D had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_I	Article_A	Article_I	Article_I had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_O	Article_H	Article_O	Article_O had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_O	Article_E	Article_O	Article_O had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_O	Article_J	Article_O	Article_O had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_O	Article_C	Article_O	Article_O had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_O	Article_D	Article_O	Article_O had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_O	Article_A	Article_O	Article_O had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_H	Article_E	Article_H	Article_H had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_H	Article_J	Article_H	Article_H had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_H	Article_C	Article_H	Article_H had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_H	Article_D	Article_H	Article_H had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_H	Article_A	Article_H	Article_H had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_E	Article_J	Article_E	Article_E had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_E	Article_C	Article_E	Article_E had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_E	Article_D	Article_E	Article_E had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_E	Article_A	Article_E	Article_E had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_J	Article_C	Article_J	Article_J had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_J	Article_D	Article_J	Article_J had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_J	Article_A	Article_J	Article_J had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_C	Article_D	Article_C	Article_C had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_C	Article_A	Article_C	Article_C had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
E3	Article_D	Article_A	Article_D	Article_D had the stronger overall balance of dossier fidelity, complete mechanism coverage, reader orientation, and disciplined caveats.
